,control,magnetisation,mag_se,beta_factor,gradient,samp_frac,snapshot_num
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,13.0
2,snapshot,-0.5883014535866404,1.242879516699437e-05,8.0,1.0,1.0,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,13.0
2,snapshot,-0.5777936109796498,1.5218485160690316e-05,8.0,1.0,1.0,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,13.0
2,snapshot,-0.5789820093299979,9.647398154847577e-06,8.0,1.0,1.0,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,14.0
2,snapshot,-0.5796689338111013,1.0823868750013689e-05,8.0,1.0,1.0,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,14.0
2,snapshot,-0.581703819890474,1.9949152147197674e-05,8.0,1.0,1.0,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,14.0
2,snapshot,-0.5821696234196472,1.3557265938011671e-05,8.0,1.0,1.0,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,14.0
2,snapshot,-0.5837889662632683,1.5880289033375518e-05,8.0,1.0,1.0,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,14.0
2,snapshot,-0.5795839632208775,8.650894539730987e-06,8.0,1.0,1.0,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,14.0
2,snapshot,-0.583066925833277,1.225652610079883e-05,8.0,1.0,1.0,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,14.0
2,snapshot,-0.5836676019200866,6.047548135448667e-06,8.0,1.0,1.0,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,14.0
2,snapshot,-0.5731361774051789,1.5224507575059679e-05,8.0,1.0,1.0,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,14.0
2,snapshot,-0.5813276789939829,1.3121716285420686e-05,8.0,1.0,1.0,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,14.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,14.0
2,snapshot,-0.5886854844161991,2.2315497848526102e-05,8.0,1.0,1.0,14.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,0.0
2,snapshot,-0.5783999188695829,1.3564684687023907e-05,8.0,1.0,0.01,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,0.0
2,snapshot,-0.5843800824825909,1.3575792678401608e-05,8.0,1.0,0.01,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,0.0
2,snapshot,-0.5805902102629977,1.1067028918881657e-05,8.0,1.0,0.01,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,0.0
2,snapshot,-0.5736605976607396,7.589474452599415e-06,8.0,1.0,0.01,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,0.0
2,snapshot,-0.5783062267595159,2.3120595619715752e-05,8.0,1.0,0.01,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,0.0
2,snapshot,-0.5835435129470623,2.1358591388673927e-05,8.0,1.0,0.01,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,0.0
2,snapshot,-0.5855477655330945,1.4443804298240094e-05,8.0,1.0,0.01,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,0.0
2,snapshot,-0.583663667094855,1.8543763283835163e-05,8.0,1.0,0.01,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,0.0
2,snapshot,-0.5852387059698465,6.996476521216455e-06,8.0,1.0,0.01,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,0.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,0.0
2,snapshot,-0.5838626191603001,4.951754148146695e-06,8.0,1.0,0.01,0.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,1.0
2,snapshot,-0.5720956257183423,1.3406780530295922e-05,8.0,1.0,0.01,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,1.0
2,snapshot,-0.5745896085457373,6.808995387452373e-06,8.0,1.0,0.01,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,1.0
2,snapshot,-0.5736513690757894,7.631367414485413e-06,8.0,1.0,0.01,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,1.0
2,snapshot,-0.5833184030829559,1.7672636612852687e-05,8.0,1.0,0.01,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,1.0
2,snapshot,-0.5825203704955717,1.118662232665279e-05,8.0,1.0,0.01,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,1.0
2,snapshot,-0.5753176391048611,1.8810074870897108e-05,8.0,1.0,0.01,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,1.0
2,snapshot,-0.5838202149956054,9.74774816895697e-06,8.0,1.0,0.01,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,1.0
2,snapshot,-0.5758581569873572,1.7030262072366993e-05,8.0,1.0,0.01,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,1.0
2,snapshot,-0.582344973294571,9.160292604313402e-06,8.0,1.0,0.01,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,1.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,1.0
2,snapshot,-0.5877181934960448,1.5701331400270074e-05,8.0,1.0,0.01,1.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,2.0
2,snapshot,-0.5867571834223514,2.1513082290283158e-05,8.0,1.0,0.01,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,2.0
2,snapshot,-0.5801284091677371,1.2446465153682391e-05,8.0,1.0,0.01,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,2.0
2,snapshot,-0.5762717598539653,8.622518602658962e-06,8.0,1.0,0.01,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,2.0
2,snapshot,-0.5853278682982894,9.349529751438325e-06,8.0,1.0,0.01,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,2.0
2,snapshot,-0.5851690419849909,8.747718820335917e-06,8.0,1.0,0.01,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,2.0
2,snapshot,-0.5839463119464539,1.1710784410855968e-05,8.0,1.0,0.01,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,2.0
2,snapshot,-0.587613670475289,1.169920247157048e-05,8.0,1.0,0.01,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,2.0
2,snapshot,-0.5721930701102022,1.107370030241744e-05,8.0,1.0,0.01,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,2.0
2,snapshot,-0.5824354201879521,1.1572681114928042e-05,8.0,1.0,0.01,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,2.0
2,snapshot,-0.5894459130552364,1.8509539661815417e-05,8.0,1.0,0.01,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,3.0
2,snapshot,-0.5771883848286119,1.9827234441732542e-05,8.0,1.0,0.01,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,3.0
2,snapshot,-0.576174714353323,1.6341119439637442e-05,8.0,1.0,0.01,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,3.0
2,snapshot,-0.5821652423771212,1.3974372962807418e-05,8.0,1.0,0.01,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,3.0
2,snapshot,-0.5844773916570888,2.7987716047645048e-05,8.0,1.0,0.01,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,3.0
2,snapshot,-0.5624691636806166,8.88643858558677e-06,8.0,1.0,0.01,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,3.0
2,snapshot,-0.5726644243120818,2.0619902852045364e-05,8.0,1.0,0.01,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,3.0
2,snapshot,-0.5835258535595971,1.2164259711983848e-05,8.0,1.0,0.01,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,3.0
2,snapshot,-0.586196950848489,1.2852113769591716e-05,8.0,1.0,0.01,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,3.0
2,snapshot,-0.5759790683523764,2.3890409071723452e-05,8.0,1.0,0.01,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,3.0
2,snapshot,-0.5691789060915421,1.2906855415989109e-05,8.0,1.0,0.01,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,4.0
2,snapshot,-0.5838366979920222,2.0768604903641078e-05,8.0,1.0,0.01,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,4.0
2,snapshot,-0.5830244675816375,1.5402095580349702e-05,8.0,1.0,0.01,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,4.0
2,snapshot,-0.581752187140829,9.320575863715949e-06,8.0,1.0,0.01,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,4.0
2,snapshot,-0.573773436549253,2.1710126106517187e-05,8.0,1.0,0.01,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,4.0
2,snapshot,-0.5945809208302346,1.8854339891509146e-05,8.0,1.0,0.01,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,4.0
2,snapshot,-0.577161111486715,1.2786020068915379e-05,8.0,1.0,0.01,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,4.0
2,snapshot,-0.5852103238455818,2.1141105168283858e-05,8.0,1.0,0.01,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,4.0
2,snapshot,-0.5801688459198162,1.5454920121740764e-05,8.0,1.0,0.01,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,4.0
2,snapshot,-0.5705062199986478,7.203965819445355e-06,8.0,1.0,0.01,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,4.0
2,snapshot,-0.5828511527280104,1.9322356604192196e-05,8.0,1.0,0.01,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,5.0
2,snapshot,-0.5703944425664255,1.376212751576778e-05,8.0,1.0,0.01,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,5.0
2,snapshot,-0.5770719085930633,6.774469987195353e-06,8.0,1.0,0.01,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,5.0
2,snapshot,-0.5862533838144818,2.52822106169276e-05,8.0,1.0,0.01,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,5.0
2,snapshot,-0.5822128524102496,1.2569674967600798e-05,8.0,1.0,0.01,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,5.0
2,snapshot,-0.5864951186532351,3.1604411801493476e-05,8.0,1.0,0.01,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,5.0
2,snapshot,-0.5791788182002569,1.5882493090571166e-05,8.0,1.0,0.01,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,5.0
2,snapshot,-0.5836490974241093,2.572570608917734e-05,8.0,1.0,0.01,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,5.0
2,snapshot,-0.5847706037455209,1.0448319991208294e-05,8.0,1.0,0.01,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,5.0
2,snapshot,-0.5801037117165845,8.260041464105873e-06,8.0,1.0,0.01,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,5.0
2,snapshot,-0.5786561287269285,8.472078714946448e-06,8.0,1.0,0.01,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,6.0
2,snapshot,-0.5803108782367657,1.4627399818841724e-05,8.0,1.0,0.01,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,6.0
2,snapshot,-0.5870678317896018,2.592832478739638e-05,8.0,1.0,0.01,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,6.0
2,snapshot,-0.579772882158069,1.8558134139258214e-05,8.0,1.0,0.01,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,6.0
2,snapshot,-0.5798067135420187,8.270789659954005e-06,8.0,1.0,0.01,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,6.0
2,snapshot,-0.5835444459468596,2.12911091209162e-05,8.0,1.0,0.01,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,6.0
2,snapshot,-0.5878420052734771,1.1729679537820212e-05,8.0,1.0,0.01,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,6.0
2,snapshot,-0.5807135623013995,7.2717186740322406e-06,8.0,1.0,0.01,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,6.0
2,snapshot,-0.5861841660469204,5.657651109787486e-06,8.0,1.0,0.01,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,6.0
2,snapshot,-0.5733048813467649,1.1720878873697471e-05,8.0,1.0,0.01,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,6.0
2,snapshot,-0.5863257183422351,3.0129884143806236e-05,8.0,1.0,0.01,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,7.0
2,snapshot,-0.5878470826854169,6.758242265883841e-06,8.0,1.0,0.01,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,7.0
2,snapshot,-0.5808846122642147,2.560660324775051e-05,8.0,1.0,0.01,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,7.0
2,snapshot,-0.5797998512609019,6.8042615485112175e-06,8.0,1.0,0.01,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,7.0
2,snapshot,-0.5763910012845649,1.1464463133421994e-05,8.0,1.0,0.01,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,7.0
2,snapshot,-0.5893833817862213,1.344259322970779e-05,8.0,1.0,0.01,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,7.0
2,snapshot,-0.583990642958556,1.5527389405625213e-05,8.0,1.0,0.01,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,7.0
2,snapshot,-0.582595612196606,2.383545279891205e-05,8.0,1.0,0.01,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,7.0
2,snapshot,-0.5783165844094382,7.234387712177875e-06,8.0,1.0,0.01,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,7.0
2,snapshot,-0.5873918869582855,1.280373844768944e-05,8.0,1.0,0.01,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,7.0
2,snapshot,-0.5843659455074031,2.2750779247420657e-05,8.0,1.0,0.01,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,8.0
2,snapshot,-0.5760201406260564,1.3042615314161502e-05,8.0,1.0,0.01,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,8.0
2,snapshot,-0.581536684470286,9.179515017047948e-06,8.0,1.0,0.01,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,8.0
2,snapshot,-0.5779038401730783,1.325999557387447e-05,8.0,1.0,0.01,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,8.0
2,snapshot,-0.5849425799472652,1.3422515600135269e-05,8.0,1.0,0.01,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,8.0
2,snapshot,-0.5830744168751267,1.571992699721477e-05,8.0,1.0,0.01,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,8.0
2,snapshot,-0.5882746264620377,2.285336191646447e-05,8.0,1.0,0.01,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,8.0
2,snapshot,-0.585046102359543,1.4064864046887881e-05,8.0,1.0,0.01,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,8.0
2,snapshot,-0.5766999594347916,1.8232626948415415e-05,8.0,1.0,0.01,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,8.0
2,snapshot,-0.5747961598269217,1.7293591294002387e-05,8.0,1.0,0.01,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,8.0
2,snapshot,-0.5815123385842742,1.1102324612476408e-05,8.0,1.0,0.01,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,9.0
2,snapshot,-0.592537739165709,1.5951491755293922e-05,8.0,1.0,0.01,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,9.0
2,snapshot,-0.5801892772632006,8.47322017152001e-06,8.0,1.0,0.01,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,9.0
2,snapshot,-0.5876568589006829,1.4341258405509464e-05,8.0,1.0,0.01,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,9.0
2,snapshot,-0.5811680210939084,2.1957843718280506e-05,8.0,1.0,0.01,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,9.0
2,snapshot,-0.5859386789263741,1.3258131195370927e-05,8.0,1.0,0.01,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,0.01,9.0
2,snapshot,-0.5766906632411601,1.437458256181338e-05,8.0,1.0,0.01,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,0.01,9.0
